,church name,city,denomination,latitude,longitude,state,street address,zip code
2021,NEW COMMUNITY COVENANT CHURCH,CHICAGO,EVANGELICAL COVENANT CHURCH,41.928960000004054,-87.6990599998191,IL,2840 W LOGAN BLVD,60647
2022,UNITY ON THE NORTH SHORE,EVANSTON,UNITY SCHOOL OF CHRISTIANITY,42.06431000040624,-87.72928999993348,IL,3434 CENTRAL ST,60201
2023,CME INTERPRETATIONS,EVANSTON,CHRISTIAN METHODIST EPISCOPAL CHURCH,42.06397000001556,-87.69027000006042,IL,1314 CENTRAL ST,60201
2024,WALLACE TEMPLE,CHICAGO,CHURCH OF GOD IN CHRIST,41.726750000112474,-87.60082000024278,IL,9229 S DREXEL AVE,60619
2025,MT OLIVE BAPTIST CHURCH,CHICAGO,NATIONAL BAPTIST CONVENTION-USA,41.77785000037727,-87.6651000003647,IL,6353 S MARSHFIELD AVE,60636
2026,FOUNTAIN OF LIFE CHURCH OF GOD IN CHRIST,CHICAGO,CHURCH OF GOD IN CHRIST,41.8149000002349,-87.63319000011836,IL,4363 S PRINCETON AVE,60609
2027,HYDE PARK ALLIANCE CHURCH,CHICAGO,CHRISTIAN & MISSIONARY ALLIANCE,41.801250000287325,-87.59146000027874,IL,5139 S DORCHESTER AVE,60615
2028,MASJID HAMEEDIA,CHICAGO, ,41.99110999992661,-87.66650000017484,IL,1456 W ELMDALE AVE,60660
2029,FIRST CHRISTIAN REFORMED CHURCH,OAK LAWN,CHRISTIAN REFORMED CHURCH,41.72248999971379,-87.75566000010889,IL,9350 S 54TH AVE,60453
2030,SALVATION ARMY,CHICAGO,SALVATION ARMY,41.78465999965931,-87.70589000002343,IL,5950 S SPAULDING AVE,60629
2031,REBORN COMMUNITY CHURCH,CHICAGO,NON-DENOMINATIONAL CHURCHES,41.878980000126944,-87.72563000022427,IL,4002 W WILCOX ST,60624
2032,KINGDOM HALL OF JEHOVAHS WITNESS,OAK PARK,JEHOVAH'S WITNESSES,41.89503999969628,-87.78129999989505,IL,238 CHICAGO AVE,60302
2033,PROGRESSIVE WAY MISSION C O G I C,CHICAGO,CHURCH OF GOD IN CHRIST,41.89466000015892,-87.75141999973317,IL,5017 W CHICAGO AVE,60651
2034,MUSLIM COMMUNITY CENTER,CHICAGO, ,41.96011000027636,-87.72900999961178,IL,4380 N ELSTON AVE,60641
2035,ST DOROTHY PARISH,CHICAGO,ROMAN CATHOLIC CHURCH,41.75306000021891,-87.6131800000569,IL,450 E 78TH ST,60619
2036,FIRST CHURCH OF DELIVERANCE,CHICAGO,SPIRITUALIST CHURCHES/ORGANIZATIONS,41.81599000013847,-87.62449000001345,IL,4315 S WABASH AVE,60653
2037,SAINT PETERS CATHOLIC CHURCH,CHICAGO,ROMAN CATHOLIC CHURCH,41.88206999963086,-87.63120999964173,IL,110 W MADISON ST,60602
2038,FIRST EVANGELICAL FREE CHURCH,CHICAGO, ,41.977489999563886,-87.66945999997898,IL,5255 N ASHLAND AVE,60640
2039,NEW LIFE COVENANT NORTH,CHICAGO,ASSEMBLIES OF GOD,42.0210900002034,-87.67259000042816,IL,1631 W JONQUIL TER,60626
2040,SAINT CHRISTINA CATHOLIC PARISH,CHICAGO,ROMAN CATHOLIC CHURCH,41.69325999984915,-87.70570999981658,IL,11005 S HOMAN AVE,60655
2041,CHRIST RESURRECTION CHURCH,CHICAGO,BAPTIST MISSIONARY ASSOCIATION OF AMERICA,41.908989999988535,-87.77257000020529,IL,5843 W NORTH AVE,60639
2042,MISSIONARY SISTERS-CHRIST,CHICAGO,NON CLASSIFIED AFFILIATION,41.93308999980371,-87.7180800000919,IL,3620 W WOLFRAM ST,60618
2043,BETHANY UNION CHR OF CHICAGO,CHICAGO,INTERNATIONAL COUNCIL COMMUNITY CHURCHES,41.70715000007249,-87.66594999999245,IL,1750 W 103RD ST,60643
2044,PILGRIM BAPTIST CHR-SOUTH CHCG,CHICAGO,BAPTIST MISSIONARY ASSOCIATION OF AMERICA,41.7298599996393,-87.54540000040964,IL,3235 E 91ST ST,60617
2045,MANUEL MEMORIAL BAPTIST CHURCH,CHICAGO,BAPTIST MISSIONARY ASSOCIATION OF AMERICA,41.77416000018394,-87.64706999988056,IL,901 W 66TH ST,60621
2046,NEW MT CALVARY,CHICAGO,NATIONAL BAPTIST CONVENTION-USA,41.77221000019142,-87.67069000004341,IL,1850 W MARQUETTE RD,60636
2047,JEHOVAH'S WITNESS CENTRAL,CHICAGO,JEHOVAH'S WITNESSES,41.857329999979584,-87.68292999971965,IL,2251 W 18TH ST,60608
2048,REBA PLACE CHURCH,EVANSTON,MENNONITE CHURCH USA,42.03158999967877,-87.67974000010088,IL,620 MADISON ST,60202
2049,IGLESIA ADVENTISTA DE BLUE ISLAND,EVERGREEN PARK,SEVENTH DAY ADVENTISTS,41.71950999988661,-87.70925999984905,IL,9544 SAINT LOUIS AVE,60805
2050,NEW GENESIS ASSEMBLY OF GOD,CHICAGO,ASSEMBLIES OF GOD,41.90587999956239,-87.75597999957728,IL,1400 N LARAMIE AVE,60651
2051,GREATER LIFE CHRISTIAN CTR,JUSTICE,NON CLASSIFIED AFFILIATION,41.739700000154926,-87.81481999974318,IL,8311 S 78TH CT,60458
2052,TRUE HOLINESS PENTECOSTAL CHURCH,CHICAGO,PENTECOSTAL ASSEMBLIES OF THE WORLD,41.70949000006351,-87.64253000005942,IL,10159 S HALSTED ST,60628
2053,SAINT FRANCIS DE SALES PARISH,CHICAGO,ROMAN CATHOLIC CHURCH,41.71004999980772,-87.53516000033369,IL,10201 S EWING AVE,60617
2054,PRAYER TOWER CHURCH OF GOD,CHICAGO,CHURCH OF GOD IN CHRIST,41.770280000221874,-87.65946999974068,IL,6800 S LOOMIS BLVD,60636
2055,CHICAGO CITY CHURCH ASSEMBLY OF GOD,CHICAGO, ,41.79341999983319,-87.62880999958179,IL,5501 S LA SALLE ST,60621
2056,MT BETHLEHEM MSSNRY BAPT CHR,CHICAGO,BAPTIST MISSIONARY ASSOCIATION OF AMERICA,41.86229000028334,-87.69183999961626,IL,2625 W OGDEN AVE,60608
2057,EMPOWER CHICAGO,CHICAGO,EVANGELICAL - OTHER,41.90880999978174,-87.65195000009237,IL,1501 N KINGSBURY ST,60642
2058,SAINT PAULS EPISCOPAL CHURCH,RIVERSIDE,EPISCOPAL CHURCH,41.830130000199404,-87.81990999974664,IL,60 AKENSIDE RD,60546
2059,CHURCH OF THE ASCENSION,CHICAGO,EPISCOPAL CHURCH,41.90268999994362,-87.63245000016735,IL,1133 N LA SALLE DR,60610
2060,ST GERMAINE PARISH,OAK LAWN,NON CLASSIFIED AFFILIATION,41.71507999974227,-87.72762000026279,IL,4240 W 98TH ST,60453
2061,VIDA ABUNDANTE,CICERO,MENNONITE CHURCH USA,41.856260000098985,-87.75837999963721,IL,1819 S 54TH AVE,60804
2062,JUDSON BAPTIST CHURCH,OAK PARK,BAPTIST - OTHER,41.903599999640335,-87.77577000028526,IL,1252 N AUSTIN BLVD,60302
2063,WORD WORKS CHURCH,CHICAGO,NON-DENOMINATIONAL CHURCHES,41.90289999973527,-87.72974000000096,IL,4118 W DIVISION ST,60651
2064,ST JOHNS UNITED CHR OF CHRIST,LYONS,UNITED CHURCH OF CHRIST,41.809210000441226,-87.81959999984008,IL,4500 PRESCOTT AVE,60534
2065,CHRIST TEMPLE COMMUNITY CHURCH,CHICAGO,INTERNATIONAL COUNCIL COMMUNITY CHURCHES,41.760430000144424,-87.58871999982807,IL,7400 S BLACKSTONE AVE,60619
2066,FAITH WALK CHURCH,CHICAGO,CHRISTIAN - OTHER,41.75491000009646,-87.6333399998411,IL,7656 S VINCENNES AVE,60620
2067,IGLESIA CRISTIANA MANANTIAL DE,CHICAGO,ASSEMBLIES OF GOD,41.81554999963282,-87.69458000006694,IL,4300 S CALIFORNIA AVE,60632
2068,PROVIDENCE OF GOD CHURCH,CHICAGO,ROMAN CATHOLIC CHURCH,41.85720000027982,-87.64517999995701,IL,717 W 18TH ST,60616
2069,FOURTH PRESBYTERIAN CHR-CHCG,CHICAGO,PRESBYTERIAN CHURCH (USA),41.89880999998155,-87.62471000026625,IL,126 E CHESTNUT ST,60611
2070,CITYVIEW PRESBYTERIAN CHURCH,CHICAGO,PRESBYTERIAN CHURCH IN AMERICA,41.880950000142434,-87.65014000026076,IL,38 S PEORIA ST,60607
2071,KEYSTONE BAPTIST CHURCH,CHICAGO,CONSERVATIVE BAPTIST ASSOCIATION,41.884360000014055,-87.72721000024126,IL,4035 W MAYPOLE AVE,60624
2072,CHRIST TABERNACLE CHURCH,CHICAGO,BAPTIST MISSIONARY ASSOCIATION OF AMERICA,41.89649000001356,-87.76580999963176,IL,854 N CENTRAL AVE,60651
2073,NEW LIFE CHRISTIAN FELLOWSHIP,OAK PARK,NON-DENOMINATIONAL CHURCHES,41.90886999985065,-87.7824099998216,IL,6235 NORTH AVE,60302
2074,ST BARTHOLOMEW PARISH,CHICAGO,ROMAN CATHOLIC CHURCH,41.94673999975123,-87.75085999998896,IL,4949 W PATTERSON AVE,60641
2075,SHOREWOOD BIBLE CHURCH,CHICAGO,NON CLASSIFIED AFFILIATION,41.94804000034577,-87.8059899999385,IL,3750 N NEVA AVE,60634
2076,CHICAGO TABERNACLE,CHICAGO,PENTECOSTAL - OTHER,41.9294300000945,-87.69357000025525,IL,2625 N TALMAN AVE,60647
2077,AGUDAS ACHIM CONGREGATION,CHICAGO, ,41.97395999955438,-87.65620000002991,IL,5029 N KENMORE AVE,60640
2078,ERITREAN OT CHURCH OF ST MARY,CHICAGO,CHRISTIAN - OTHER,41.996999999950106,-87.67231000010639,IL,6350 N PAULINA ST,60660
2079,ST PAUL'S CHURCH BY THE LAKE,CHICAGO,EPISCOPAL CHURCH,42.01181000033131,-87.67058000036667,IL,7100 N ASHLAND BLVD,60626
2080,HOPE CHAPEL FOURSQUARE,OAK LAWN,INTERNATIONAL FOURSQUARE GOSPEL,41.71930000009496,-87.7776299997247,IL,9520 MERTON AVE,60453
2081,ONE WAY MISSIONARY BAPTIST CHR,CHICAGO,BAPTIST MISSIONARY ASSOCIATION OF AMERICA,41.859050000157424,-87.72951000018634,IL,4152 W 16TH ST,60623
2082,HIGHER PRAISE MINISTRIES,CHICAGO,NON CLASSIFIED AFFILIATION,41.747999999800186,-87.64483999956627,IL,8027 S GREEN ST,60620
2083,EXCELLENT WAY CHR-GOD-CHRIST,CHICAGO,NON-DENOMINATIONAL CHURCHES,41.75203999994608,-87.56316000013385,IL,2510 E 79TH ST,60649
2084,LORDS WAY MISSIONARY BAPT CHR,CHICAGO,SOUTHERN BAPTIST CONVENTION,41.758790000058525,-87.59372999973965,IL,1250 E 75TH ST,60619
2085,FIERCE WOMEN OF FAITH,CHICAGO,NON CLASSIFIED AFFILIATION,41.797020000372754,-87.62301000011138,IL,5336 S MICHIGAN AVE,60615
2086,DOWNTOWN ISLAMIC CENTER,CHICAGO, ,41.87869999980518,-87.62724999958778,IL,231 SOUTH STATE ST 4TH FLR,60604
2087,REDEEM CHRISTIAN WORSHIP CTR,CHICAGO,BAPTIST - OTHER,41.854960000403764,-87.70570000025475,IL,1910 S KEDZIE AVE,60623
2088,CHURCH OF OUR SAVIOR,NORRIDGE,NORTH AMERICAN BAPTIST CONFERENCE,41.965860000138946,-87.82565999960923,IL,4701 N CANFIELD AVE,60706
2089,LCHC AT WALLS MEMORIAL,CHICAGO,CHRISTIAN METHODIST EPISCOPAL CHURCH,41.87808999955388,-87.70149000036321,IL,200 S SACRAMENTO BLVD,60612
2090,MARANATHA CHRISTIAN REVIVAL CENTER,CHICAGO,NON-DENOMINATIONAL CHURCHES,41.93144000015593,-87.73450999963671,IL,4301 W DIVERSEY AVE,60639
2091,THE SALVATION ARMY,CHICAGO,SALVATION ARMY,41.972860000088986,-87.72978999960878,IL,5040 N PULASKI RD,60630
2092,ST MONICA CHURCH,CHICAGO,NON CLASSIFIED AFFILIATION,41.97220999979169,-87.69642000038266,IL,5115 N MONTICELLO AVE,60625
2093,EVANGELICO TRINITY CHURCH,SKOKIE,NON-DENOMINATIONAL CHURCHES,42.05920000037975,-87.72779000000844,IL,9800 CRAWFORD AVE,60076
2094,CHRIST EPISCOPAL CHURCH,RIVER FOREST,EPISCOPAL CHURCH,41.88881999974325,-87.81725999984906,IL,515 FRANKLIN AVE,60305
2095,GODS HOUSE CHURCH OF PRAYER,CHICAGO,CHRISTIAN - OTHER,41.75850999973676,-87.60154000017081,IL,937 E 75TH ST,60619
2096,SAINT ODILO CATHOLIC CHURCH,BERWYN,ROMAN CATHOLIC CHURCH,41.84957999961733,-87.78852000009789,IL,2244 EAST AVE,60402
2097,PRAYER BAND GOSPEL HEALING,CHICAGO,NON CLASSIFIED AFFILIATION,41.860889999573885,-87.72538000038668,IL,1454 S PULASKI RD,60623
2098,ROSE HILL MISSIONARY,CHICAGO,SOUTHERN BAPTIST CONVENTION,41.871770000385254,-87.69876000037368,IL,736 S FRANCISCO AVE,60612
2099,WAY OF LIFE CHURCH,CHICAGO,NON-DENOMINATIONAL CHURCHES,41.88516999959586,-87.7412999997951,IL,4635 W FULTON ST,60644
2100,SHILOH EVANGELICAL CHURCH,CHICAGO,OPEN BIBLE STANDARD CHURCHES,41.91976999978573,-87.7697699996857,IL,5740 W GRAND AVE,60639
2101,GRACE OF LOGAN SQUARE UNITED METHODIST,CHICAGO,UNITED METHODIST CHURCH,41.92807000033031,-87.71120999984157,IL,3325 W WRIGHTWOOD AVE,60647
2102,ST EDWARD CHURCH,CHICAGO,ROMAN CATHOLIC CHURCH,41.962780000196915,-87.73706999988053,IL,4350 W SUNNYSIDE AVE,60630
2103,CONGREGATION SHAARE TIKVAH,CHICAGO, ,41.98759000037825,-87.71424999973766,IL,5800 N KIMBALL AVE,60659
2104,EPHPHATHA LUTHERAN CHR-THE DF,CHICAGO,LUTHERAN - OTHER,41.74969000039323,-87.6152900002333,IL,7956 S KING DR,60619
2105,ST JOHN UNITED CHR OF CHRIST,CHICAGO,UNITED CHURCH OF CHRIST,41.91494999964283,-87.68840000015985,IL,2442 W MOFFAT ST,60647
2106,RESURRECTION COVENANT CHURCH,CHICAGO,EVANGELICAL COVENANT CHURCH,41.95246000002902,-87.67007999979211,IL,3901 N MARSHFIELD AVE,60613
2107,ZION LUTHERAN CHURCH,CHICAGO,LUTHERAN CHURCH - MISSOURI SYNOD,41.696629999674826,-87.61445000016732,IL,356 E 109TH ST,60628
2108,UNITED BAPTIST CHURCH,CHICAGO,UNITED BAPTIST,41.86634999955288,-87.73175999962427,IL,4242 W ROOSEVELT RD,60624
2109,BETHLEHEM UNITY MSSNRY BAPT,CHICAGO,NATIONAL BAPTIST CONVENTION-USA,41.879860000238864,-87.76715999983406,IL,5655 W MADISON ST,60644
2110,OLD SHIP-ZION CHR-GOD IN CHRST,CHICAGO,NON CLASSIFIED AFFILIATION,41.90964000028583,-87.76994000033073,IL,5750 W NORTH AVE,60639
2111,HOLY NATIVITY ORTHODOX CHURCH,CHICAGO,EASTERN ORTHODOX - OTHER,41.987299999595336,-87.69965000004743,IL,5816 N CALIFORNIA AVE,60659
2112,NEW HARVEST CHRISTIAN FLLWSHP,BERWYN,CHRISTIAN - OTHER,41.83577000038525,-87.79318999961873,IL,3100 OAK PARK AVE # 2R,60402
2113,NORTHWEST JEWISH CONGREGATION,MORTON GROVE, ,42.049789999908626,-87.82230000024475,IL,7800 LYONS ST,60053
2114,ST MARGARET OF SCOTLAND PARISH,CHICAGO,ROMAN CATHOLIC CHURCH,41.715119999788214,-87.6550700000804,IL,9833 S THROOP ST,60643
2115,SOUTH HAITIAN CHURCH OF GOD,CHICAGO,"CHURCH OF GOD (CLEVELAND, TN)",41.73344999971778,-87.54824999963773,IL,8901 S BALTIMORE AVE,60617
2116,CHRIST BIBLE CHURCH,CHICAGO,CONSERVATIVE BAPTIST ASSOCIATION,41.758919999758234,-87.60031000010639,IL,1002 E 75TH ST,60619
2117,UNITY CHURCH IN LINCOLN PARK,CHICAGO,UNITY SCHOOL OF CHRISTIANITY,41.93304999975771,-87.64558000041666,IL,644 W DIVERSEY,60614
2118,SISTERS OF THE LIVING WORD,CHICAGO,ROMAN CATHOLIC CHURCH,41.98478999985866,-87.66605999966919,IL,1424 W OLIVE AVE,60660
2119,IGLESIA ALIANZA CRISTIANA Y MISIONERA,OAK LAWN,CHRISTIAN & MISSIONARY ALLIANCE,41.7280200002229,-87.78078999975867,IL,9000 RIDGELAND AVE,60453
2120,APOSTOLIC FAITH CHURCH,CHICAGO,APOSTOLIC FAITH CHURCH,41.779600000139965,-87.70578999990852,IL,3301 W 62ND PL,60629
2121,ORIGINAL GREATER ROCK,CHICAGO,NATIONAL BAPTIST CONVENTION-USA,41.87296000040374,-87.74827999972217,IL,4959 W HARRISON ST,60644
2122,ARMITAGE CHURCH-GARFIELD,CHICAGO,SOUTHERN BAPTIST CONVENTION,41.880070000030514,-87.72364999974764,IL,3908 W MONROE ST,60624
2123,BETHANY LUTHERAN CHURCH,CHICAGO,LUTHERAN CHURCH - MISSOURI SYNOD,41.911269999910644,-87.78460000008988,IL,1701 N NARRAGANSETT AVE,60639
2124,GETHESEMANE MISSIONARY BAPT,CHICAGO,BAPTIST - OTHER,41.72814000036078,-87.6072600004486,IL,657 E 91ST PL,60619
2125,EGLISE HAITIENNE DE LA GRACE,CHICAGO,CHRISTIAN & MISSIONARY ALLIANCE,41.74637000017543,-87.54830000014488,IL,8200 S SOUTH SHORE DR,60617
2126,CONGREGATION RODFEI ZEDEK,CHICAGO, ,41.80078999975876,-87.58508000014183,IL,5200 S HYDE PARK BLVD,60615
2127,EPWORTH UNITED METHODIST CHR,CHICAGO,UNITED METHODIST CHURCH,41.977470000440235,-87.6563099997067,IL,5253 N KENMORE AVE,60640
2128,MATTHEW 25:40 CHURCH OF GOD,CHICAGO,CHURCH OF GOD - OTHER,42.01015000022238,-87.68899999995,IL,2320 W GREENLEAF AVE,60645
2129,MORGAN PARK BAPTIST CHURCH,CHICAGO,AMERICAN BAPTIST CHURCHES/USA,41.693660000308796,-87.67711000022626,IL,11024 S BELL AVE,60643
2130,BODY OF CHRIST,CHICAGO,NON-DENOMINATIONAL CHURCHES,41.702820000043005,-87.60398000027675,IL,10532 S CORLISS AVE,60628
2131,CONGREGATIONAL CHURCH,CHICAGO,UNITED CHURCH OF CHRIST,41.9664599999291,-87.76046999979064,IL,5320 W GIDDINGS ST,60630
2132,SAINT STEVAN DECANI SERBIAN ORTHODOX CH,CHICAGO,SERBIAN EASTERN ORTHODOX CHURCH,41.96633000022939,-87.71732999967969,IL,3543 W LELAND AVE,60625
2133,BROWN TEMPLE MISSION,CHICAGO,BAPTIST - OTHER,41.70692999981969,-87.62210999997649,IL,35 E 103RD ST,60628
2134,MT ZION SPIRITUAL CHURCH,CHICAGO,PROTESTANT REFORMED CHURCHES,41.74153000000956,-87.65010999977665,IL,1044 W 84TH ST,60620
2135,CHURCH OF CHRIST STONY ISLAND,CHICAGO,CHURCHES OF CHRIST (NON-INSTRUMENTAL),41.742490000213365,-87.58481000028127,IL,1600 E 84TH ST,60617
2136,CHRIST BIBLE,CHICAGO,SOUTHERN BAPTIST CONVENTION,41.75265999975926,-87.55058000006693,IL,7877 S COLES AVE,60649
2137,MT OLIVE MB CHURCH,CHICAGO,INDEPENDENT BAPTIST CHURCHES,41.76211999983815,-87.66412000013787,IL,7230 S ASHLAND AVE,60636
2138,ABUNDANT LIFE MB CHURCH,CHICAGO,PROGRESSIVE NATIONAL BAPTIST CONVENTION,41.76868000018192,-87.676479999952,IL,2306 W 69TH ST,60636
2139,ST ROMAN CHURCH,CHICAGO,ROMAN CATHOLIC CHURCH,41.8498599999391,-87.69242000028277,IL,2311 S WASHTENAW AVE,60608
2140,PHILADELPHIA ROMANIAN CHR-GOD,CHICAGO,"CHURCH OF GOD (ANDERSON, IN)",41.96309000010348,-87.67132999987956,IL,1713 W SUNNYSIDE AVE,60640
2141,EVANSTON BIBLE FELLOWSHIP,EVANSTON,EVANGELICAL FREE CHURCH,42.028039999646296,-87.67947000024026,IL,611 SOUTH BLVD,60202
2142,CHRISTIAN VALLEY BAPTIST CHURCH,CHICAGO,BAPTIST - OTHER,41.86516000043372,-87.710159999984,IL,1237 S HOMAN AVE,60623
2143,GREATER TABERNACLE,CHICAGO,SOUTHERN BAPTIST CONVENTION,41.68962999972479,-87.61859000042813,IL,11240 S INDIANA AVE,60628
2144,PHILADELPHIA BAPTIST CHURCH,CHICAGO,CONSERVATIVE BAPTIST ASSOCIATION,41.74616000038378,-87.5960499997077,IL,1142 E 82ND ST,60619
2145,SOUTH HAITIAN CHURCH OF GOD,CHICAGO,"CHURCH OF GOD (CLEVELAND, TN)",41.70587000040024,-87.53531000005643,IL,9100 S BALTIMORE AVE,60617
2146,GRTR ENGLEWOOD UNITED METHODIST CHR,CHICAGO,UNITED METHODIST CHURCH,41.77765999970927,-87.64803000008442,IL,6401 S SANGAMON ST,60621
2147,TRUE HOLINESS CHURCH,CHICAGO,PENTECOSTAL - OTHER,41.78087000025039,-87.6183900001983,IL,6237 S PRAIRIE AVE,60637
2148,VICTORY OUTREACH CHICAGO SOUTH,CHICAGO,NON-DENOMINATIONAL CHURCHES,41.787309999556896,-87.64405999956927,IL,740 W 59TH ST,60621
2149,UNION MISSIONARY BAPT CH,CHICAGO,BAPTIST MISSIONARY ASSOCIATION OF AMERICA,41.90010999967677,-87.6380500003072,IL,940 N ORLEANS ST,60610
2150,ST PANTELEIMON ORTHODOX CHURCH,SUMMIT ARGO,ORTHODOX CHURCH IN AMERICA,41.779769999885616,-87.80974999976263,IL,7549 W 61ST PL,60501
2151,ST JOHN BREBEUF PARISH,NILES,ROMAN CATHOLIC CHURCH,42.0317899999086,-87.80627000026027,IL,8307 N HARLEM AVE,60714
2152,NORMAL PARK BAPTIST CHURCH,CHICAGO,AMERICAN BAPTIST CHURCHES/USA,41.70000000039977,-87.61371000021632,IL,10700 S KING DR,60628
2153,GOLGOTHA PENTECOSTAL ROMANIAN,OAK LAWN,"CHURCH OF GOD (ANDERSON, IN)",41.708560000343766,-87.75051000003646,IL,10100 S 52ND AVE,60453
2154,GOOD SHEPHERD CHURCH OF GOD,CICERO,CHURCH OF GOD (ORIGINAL),41.840000000299824,-87.77206999963073,IL,5930 W 28TH ST,60804
2155,TEMPLE OF LIFE,CHICAGO,NON CLASSIFIED AFFILIATION,41.87865000019741,-87.74537000042517,IL,124 S CICERO AVE,60644
2156,TEMPLE OF GOD SHALOM,CHICAGO,NON-DENOMINATIONAL CHURCHES,41.90650000027483,-87.72068999994349,IL,1400 N RIDGEWAY AVE,60651
2157,BELMONT ASSEMBLY OF GOD,CHICAGO,ASSEMBLIES OF GOD,41.93854000022088,-87.77766000020881,IL,6050 W BELMONT AVE,60634
2158,ST ANDREW LUTHERAN CHURCH,CHICAGO,WISCONSIN EVANGELICAL LUTHERAN,41.827130000349314,-87.67165000024727,IL,3658 S HONORE ST,60609
2159,AUGUSTANA LUTHERAN CHURCH,CHICAGO,EVANGELICAL LUTHERAN CHURCH IN AMERICA,41.79485000012744,-87.59774000030075,IL,5500 S WOODLAWN AVE,60637
2160,MT ZION MISSIONARY BAPTIST CHR,EVANSTON,BAPTIST MISSIONARY ASSOCIATION OF AMERICA,42.05032999962981,-87.68752999960975,IL,1113 CLARK ST,60201
2161,TRUE FAITH PB CHURCH,CHICAGO,PRESBYTERIAN CHURCH IN AMERICA,41.89468000018189,-87.7480200003227,IL,4859 W CHICAGO AVE,60651
2162,GREENSTONE UNITED MTHDST CHR,CHICAGO,UNITED METHODIST CHURCH,41.690770000135444,-87.60825000023726,IL,11211 S SAINT LAWRENCE AVE,60628
2163,SANCTUARY-PRAYER CHRISTIAN CHR,CHICAGO,PENTECOSTAL - OTHER,41.70680000011998,-87.64439000039818,IL,851 W 103RD ST,60643
2164,COMPASSION BAPTIST CHURCH,CHICAGO,BAPTIST - OTHER,41.722750000012525,-87.56030000044461,IL,2650 E 95TH ST,60617
2165,GRACE TEMPLE MINISTRIES,CHICAGO,SOUTHERN BAPTIST CONVENTION,41.76901000011145,-87.64838999959875,IL,938 W 69TH ST,60621
2166,FELLOWSHIP MISSIONARY BAPT CHR,CHICAGO,NATIONAL BAPTIST CONVENTION-USA,41.811450000317336,-87.63327999977213,IL,4543 S PRINCETON AVE,60609
2167,FIRST UNITED MTHDST CHR-EVNSTN,EVANSTON,UNITED METHODIST CHURCH,42.047260000148924,-87.67781999969321,IL,516 CHURCH ST,60201
2168,ARCHANGEL MICHAEL ORTHODOX CHR,BURBANK,ORTHODOX CHURCH IN AMERICA,41.741670000170416,-87.74837000027526,IL,8301 LECLAIRE AVE,60459
2169,ST DENIS CHURCH,CHICAGO,ROMAN CATHOLIC CHURCH,41.74239000009845,-87.70937000042517,IL,8301 S SAINT LOUIS AVE,60652
2170,GREATER SWEET HM MSSNRY BAPT,CHICAGO,BAPTIST - OTHER,41.895449999717755,-87.70823000001445,IL,3245 W CHICAGO AVE,60651
2171,SAINT HYACINTH BASILICA CATHOLIC CHURCH,CHICAGO,ROMAN CATHOLIC CHURCH,41.933270000010566,-87.71886999965074,IL,3636 W WOLFRAM ST,60618
2172,SAINT JAMES LUTHERAN CHURCH,CHICAGO,EVANGELICAL LUTHERAN CHURCH IN AMERICA,41.974480000151914,-87.81202000012286,IL,7400 W FOSTER AVE,60656
2173,URBAN VILLAGE CHURCH,CHICAGO,UNITED METHODIST CHURCH,41.78600000029985,-87.59134000014086,IL,1407 E 60TH ST,60637
2174,CHRISTIAN BIBLE CTR,CHICAGO,NON-DENOMINATIONAL CHURCHES,41.75821999985317,-87.61201000006139,IL,513 E 75TH ST,60619
2175,SAINT ADRIAN CATHOLIC CHURCH,CHICAGO,ROMAN CATHOLIC CHURCH,41.76636999977575,-87.69199999980009,IL,7000 S FAIRFIELD AVE,60629
2176,FIRST BAPTIST CHURCH-CHICAGO,CHICAGO,AMERICAN BAPTIST CHURCHES/USA,41.8037300004392,-87.60259999959027,IL,935 E 50TH ST,60615
2177,HOLY TRINITY BAPTIST CHURCH,CHICAGO,NATIONAL BAPTIST CONVENTION-USA,41.796009999661806,-87.61802000022277,IL,5416 S CALUMET AVE # 2,60615
2178,CROSSROADS CHURCH,CHICAGO,WISCONSIN EVANGELICAL LUTHERAN,41.96247000029035,-87.66385999983908,IL,4420 N BEACON ST,60640
2179,PRAYER TEMPLE CHURCH OF GOD IN CHRIST,CHICAGO,CHURCH OF GOD IN CHRIST,41.894379999837156,-87.71886999965074,IL,746 N LAWNDALE AVE,60624
2180,KOREAN UNITED PRESBYTERIAN CHR,CHICAGO,PRESBYTERIAN CHURCH (USA),41.98753999987116,-87.73446000002895,IL,5909 N ROGERS AVE,60646
2181,CHARISMATIC CHRISTIAN CENTER FELLOWSHIP,CHICAGO,CHURCH OF THE BRETHREN,41.992369999575885,-87.72052999975966,IL,6110 N MONTICELLO AVE,60659
2182,NORTHWEST BAPTIST CHURCH,CHICAGO,BAPTIST GENERAL CONFERENCE,41.99071000036628,-87.70162000006292,IL,6015 N FRANCISCO AVE,60659
2183,GRANT MEMORIAL AME CHURCH,CHICAGO,AFRICAN METHODIST EPISCOPAL CHURCH,41.82087999991211,-87.6048000003197,IL,4017 S DREXEL BLVD,60653
2184,ST MARKS PARISH,CHICAGO,ROMAN CATHOLIC CHURCH,41.90053000015945,-87.6898499995778,IL,2510 W CORTEZ ST,60622
2185,PILGRIM LUTHERAN CHURCH & SCH,CHICAGO,EVANGELICAL LUTHERAN CHURCH IN AMERICA,41.95987999956236,-87.6778700002003,IL,4300 N WINCHESTER AVE,60613
2186,JORDAN BAPTIST CHURCH,BURBANK,BAPTIST - OTHER,41.734940000081,-87.74741999963322,IL,5040 W 87TH ST,60459
